Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
47848,-0.954087287,-0.46513738,2.211446236,-1.915232602,-0.144874925,-0.200661062,-0.53416486,0.257918092,-1.257637055,0.015032972,0.531536403,-0.51139912,0.166319836,-0.408882111,-0.093512102,2.02025463,-0.649974987,-0.011371887,0.27978693,0.294401091,0.48645182,1.053146122,-0.361019619,-0.318362666,0.529095865,-0.108800376,0.02470988,0.059727578,29.95,0
151839,1.716405697,0.00621354,0.225664328,3.616327518,0.511249336,2.635141261,-0.953526516,0.798903904,-0.197023875,1.241832819,0.188221698,1.009711529,0.259650765,-0.391342607,-1.529115799,0.343642699,-0.233919939,-1.219096494,-1.794935788,-0.35381199,-0.150768893,-0.127113725,0.385684325,-1.689411056,-0.622371952,-0.191972248,0.079479363,-0.052535325,1,0
67659,1.243529156,-1.21042472,1.718387419,-0.129603323,-2.108265474,0.362106958,-1.751687082,0.444289464,0.965496964,0.27109086,-0.964620012,-0.887808962,-1.914564924,-0.976948094,-0.940704384,0.258534132,1.394797287,-1.691857848,0.52049606,-0.131450443,0.166934418,0.786841771,0.001316477,0.43241213,0.301174684,-0.030234976,0.090997344,0.023216111,4,0
119055,1.96031161,0.638976042,-0.992478565,3.5802342,0.782862222,0.061873428,0.27075415,-0.109252831,-1.146340016,1.531732876,-1.174765296,-0.407383094,0.140832365,0.386839799,-0.223291098,0.909277249,-0.938899195,-0.24259843,-1.754220873,-0.259128398,0.220634025,0.619151767,0.088008765,0.592375407,0.148975862,0.108970862,-0.047684731,-0.046674032,4.53,0
123224,2.036391895,-0.251292322,-1.029206059,0.565599398,0.093269916,-0.073629142,-0.096694426,-0.083281444,1.393832188,-0.347563913,-1.540021746,1.034563511,0.406972088,-0.409769625,-1.540045418,-0.934752286,0.113792352,-0.897737309,0.804944138,-0.213987882,-0.371756287,-0.639849315,0.234996632,0.4847201,0.088798283,-0.520042553,0.01610371,-0.045780272,1.18,0
44849,-0.502220467,0.847414519,1.471158791,-0.601588201,0.416354038,-0.497632,0.77116086,-0.00084101,-0.79021129,-0.54440257,1.009553754,0.963065412,0.719433218,0.182373896,-0.36635823,0.7016249,-1.074392229,0.104798842,-0.217305028,-0.032297546,-0.09682647,-0.387484469,-0.026079694,-0.004919141,-0.442398932,-0.104813559,0.076290985,0.130855306,10.99,0
47101,-9.76264894,-9.429285499,-0.105877595,1.987696082,6.099286432,-6.049594568,-4.519342339,0.714330152,0.19380334,-0.745034518,-0.870433056,0.915724119,0.360726863,1.118248277,0.546646274,1.425237652,-0.535440542,-0.325046354,-1.606088055,-0.884493135,-0.010222747,-0.927597322,-3.957601749,0.837150325,-0.214023871,0.127429652,1.530042939,-2.962842008,50,0
106404,-1.113103518,0.289574171,-0.152682468,-0.317408185,0.770203084,-0.950197743,0.234904249,0.316332137,1.063219839,-0.669614398,1.185156487,-1.986730127,1.038912655,2.121419414,-1.71950835,0.346045566,0.134465,0.267468627,0.196441737,-0.348381359,-0.387306074,-0.702194632,0.810954599,-0.438110603,-0.330366425,0.125042286,0.060086815,-0.073170131,8.91,0
166608,-3.081052993,-2.229970737,-0.065538685,-2.321731797,0.630221396,-1.003186161,0.700935083,0.419573001,-1.058453409,-1.2221587,0.239813842,1.22263662,0.586850088,0.425631769,-1.888900739,-1.84049315,-0.276262099,1.598203433,-1.148713283,0.689627552,0.038762009,-0.56739403,0.244909867,0.724048419,1.3974479,-0.775702103,0.075514306,-0.24498551,319.57,0
163080,-0.047959369,0.953259255,-0.394008958,-0.626725191,0.80467662,-0.604658126,0.818605926,0.040081875,-0.108768275,-0.531068749,0.976069505,0.122828489,-1.017182717,-0.665508561,-0.838667224,0.523129261,0.207599601,0.343492859,0.021378548,-0.046387863,-0.274636076,-0.774155627,0.133402263,0.634743122,-0.507038352,0.077319165,0.078189675,0.072939385,8.99,0
100928,-0.701832805,0.865860508,1.149020024,0.846936414,0.929557432,0.153895851,0.536413168,0.063881304,-0.201987046,0.234783036,1.134641865,-3.327759828,0.117156556,1.794505387,-2.284576365,1.0553247,0.00171442,0.388950533,-0.927912033,-0.165721331,0.160128524,0.4825313,-0.290346557,0.80567808,-0.186188796,2.390190255,-0.287732661,0.106050598,14.01,0
160433,-0.601077779,0.383600511,0.204358724,-0.456988431,-1.192610946,0.95839148,0.989437595,0.001113749,0.985659581,-0.6686975,-1.595738588,0.695403163,1.121764696,-1.036518,-1.375186725,-0.093111603,-0.302922538,-0.140351559,-0.022817151,-0.434694124,0.18528022,1.192266594,-0.088101576,0.729113667,-0.156163381,0.740294366,-0.452444953,-0.401020812,245.99,0
80967,1.103618332,-1.6946337,-0.14798066,-1.010801306,-1.625596451,-0.985663076,-0.441962867,-0.325285275,-1.720109063,1.30942781,-0.849118924,-1.186704613,-0.432776426,-0.149285118,-0.27195497,-0.91490872,0.928533963,-0.180159706,-0.013022553,0.046090222,-0.085017029,-0.265036554,-0.269795568,0.397014349,0.570291049,-0.085146307,-0.030628315,0.04606021,234.68,0
48736,-1.389016774,-0.199495867,0.941324079,-1.597249849,-0.709924656,-0.167144657,1.25749515,0.057526954,0.865650797,-2.144553659,1.649047623,0.454079194,-1.356477186,-0.933266296,0.234486324,-0.159314247,0.729285928,0.777120606,-0.218913469,-0.196102764,0.084303843,0.438950105,0.238211458,0.105526921,0.243618709,-0.777039838,0.152915281,0.062631647,251.59,0
133105,-0.173629936,1.65373248,-0.551241832,1.153377567,1.310883705,-0.867996018,1.671411845,-0.345051153,-0.983817719,-0.676647566,-0.136551084,0.425307854,1.04523845,-1.296010853,-0.350750475,-0.814229618,1.322700876,0.132200213,0.460865818,0.268523287,0.07467501,0.545690365,-0.200743396,1.070278452,0.070571436,-0.441853036,0.451474199,0.292165592,34.47,0
165410,-2.231869653,1.91797693,-0.462556712,-0.050167528,0.34474139,-0.61901022,0.171546337,0.755394834,-0.417672574,-0.44888509,-0.757777331,-0.052715081,0.05993114,-0.461209284,0.665250303,-0.028682284,1.264760654,-0.085107702,1.031952731,0.201310146,-0.370836341,-1.093701677,-0.216357123,0.524890791,0.546282065,0.484154297,-0.056595211,0.185802335,8.94,0
73022,1.365877475,-0.68327446,0.628314296,-0.874616061,-0.828313352,0.245288388,-1.022529532,0.056009265,-0.524001056,0.524802444,-0.645375793,-0.197491716,1.621569791,-0.702169165,1.299072869,1.376750613,-0.036821132,-1.172021673,0.168056716,0.18770641,0.375522099,1.10779934,-0.202447528,-0.690376394,0.501072801,0.027256514,0.058238422,0.018708892,24.99,0
78,-0.590589254,0.235248304,2.354921509,-2.219936017,-0.246820702,-0.833337142,0.934430977,-0.670155666,1.093187038,-0.533667949,1.720074583,0.116509951,-1.289269177,-0.188769226,1.192679842,-0.519384439,-0.599534141,0.669896166,1.087592147,0.13373911,0.00621067,0.431366266,-0.441621161,0.556214073,0.16621579,-0.055005317,-0.714976037,-0.612121573,18.31,0
75378,-1.562223785,1.126200885,1.184041846,1.497841423,1.100707069,-0.649076039,0.696515899,0.408697594,-1.890933409,-0.299211282,-0.668100886,-0.121537143,-0.024978858,0.734291158,-0.145826291,0.304578734,-0.237992692,-0.812352587,-1.751624894,-0.113354349,0.160459455,0.030987741,-0.348085,0.082377234,0.684678662,0.008997269,-0.120328211,-0.109301348,4.59,0
30038,1.231001826,0.258652182,0.178322769,0.506292156,-0.190546145,-0.568598111,-0.045576483,-0.014668295,-0.14709473,-0.103355134,1.273714771,0.611970994,-0.183257395,-0.033878919,0.459805461,0.788997983,-0.353440539,0.350785529,0.216577772,-0.078035287,-0.260250911,-0.810667616,0.078531335,-0.04726338,0.215868343,0.098306329,-0.030332699,0.016964888,4.49,0
171764,-1.206440699,1.550050952,-0.770656699,-0.378119083,0.515859766,-1.240123112,1.144587728,-0.356264364,0.717394289,0.310722627,-0.569349595,-0.681901594,-0.716591918,-1.015261669,0.909003382,-0.123739933,0.443276497,0.655087452,-0.201338363,0.136192748,0.169762264,1.017304017,-0.371902158,-0.1552548,-0.437110275,-0.217601107,-0.109085609,-0.119218744,40.5,0
74957,-0.668299652,0.162575042,1.908073303,-1.021720494,-1.246514565,0.214170642,-0.888833271,0.528437376,-1.230694606,-0.033302696,-1.142798211,-0.505513659,1.756042188,-0.631705651,1.390616657,1.644092518,0.025634217,-0.187331503,1.253229744,0.360191099,0.549527146,1.37686938,-0.238274554,-0.380306365,0.034354665,0.085715834,0.024573307,0.04406415,49.9,0
52854,-0.274703744,1.870880858,-0.119060576,1.391566472,1.59660451,-0.697950785,1.309870507,-0.236789689,-1.378839587,-1.460023174,2.866029107,0.004960527,0.081685003,-3.49037388,1.026833674,0.383284864,3.014911376,1.5856775,0.227670803,0.247088604,-0.137173277,-0.128337834,-0.482160063,-0.290928442,0.596453248,-0.127699779,-0.108913123,-0.169671281,0.99,0
110567,1.896125194,-1.352343525,0.779381829,0.179919752,-1.845797697,0.443595958,-1.790475028,0.141124902,2.205645433,0.163989187,-0.216720348,-1.619320148,2.939908162,0.138405527,-1.439112981,-1.391143713,0.799699511,1.509831563,-1.18513564,-0.436002775,-0.316422649,0.079006669,0.315212522,1.145867002,-0.622112729,0.585551684,0.015002843,-0.013277202,72.9,0
113671,1.891091304,0.32122595,-0.142903318,4.05821209,-0.048427546,0.166566479,-0.183300611,0.022226167,-0.223478648,1.298604713,-1.722229246,-0.07816405,-0.29568847,-0.295613909,-1.939690665,0.378053917,-0.374961718,-0.460818125,-1.2669515,-0.338266731,0.081502797,0.52343186,0.08421766,0.049361536,0.097920006,0.132654728,-0.003539046,-0.04744688,0,0
29823,-0.375132317,0.839969931,1.062989031,-0.404901774,0.406172054,0.05002668,0.454589653,0.25417602,-0.312603042,-0.089440117,-0.039435178,-0.665494964,-1.578692577,0.612932859,0.422683995,0.81604004,-0.969230222,0.735579652,0.755193224,0.033453218,-0.273287376,-0.838866115,-0.159852438,-0.904299873,-0.127243519,0.131976288,0.248913744,0.095245861,1.78,0
16733,-4.338523435,-2.479978469,-0.414939622,2.598950766,-1.110830622,-0.086663445,0.228573985,0.817911332,0.765818563,-1.452138193,1.803383202,-2.853813778,0.581032909,1.063302434,0.821078536,1.469381225,1.630442417,2.580744324,0.275070836,0.608681336,0.247489336,0.009398345,-0.504994138,-0.108713483,-0.16344622,-0.195424658,0.379018574,-0.61970625,529,0
126569,-4.691171247,4.125561302,-3.82696409,-0.541324327,-1.939950401,-1.002101431,-2.173982006,3.659132504,0.040211578,-0.671962448,-0.37936256,0.905937158,-1.419142065,0.718399222,-1.555987022,1.187249151,2.2617958,1.235194387,-0.198807184,-0.037865307,0.171746246,0.121755546,0.229955474,0.621184319,0.290584238,0.581266609,0.121419143,0.137541409,1.89,0
28909,1.285855085,-0.859713051,0.819625612,-0.854284679,-1.185386232,0.240512882,-1.246051407,0.281425155,-0.527910333,0.749213289,1.181180103,-0.363327238,-0.473502553,-0.09287221,0.772990967,1.515162143,0.007086499,-0.606527505,0.278657505,0.059726877,0.438535667,1.155712936,-0.128149783,-0.271949307,0.338269401,-0.016010498,0.042434449,0.00970442,24.99,0
114211,1.809441541,-0.644998071,-1.396169088,-0.108620008,0.547517256,1.06703084,-0.277663725,0.34279928,0.931290122,-0.184494239,0.739596352,1.068218157,-0.566462252,0.44051984,-0.118348276,-0.9767016,0.273669539,-1.23215538,-0.200256481,-0.223846334,-0.046872988,0.053651773,0.165972484,-1.626391085,-0.260397191,0.018987059,0.007379017,-0.074497484,60,0
136466,-3.107752322,-3.393107481,0.922106147,0.250151126,2.404018857,-1.01550563,-0.494577572,0.246880731,-1.312659166,0.034038655,-2.147304228,-0.919083562,-0.174642254,0.159005947,0.094903681,-1.27988421,-0.485369594,1.900186822,-0.871124767,0.963487,0.006876641,-0.975164179,0.879493405,-0.105481802,1.032795506,-0.55133688,-0.142340112,0.147457565,320,0
136685,2.011257782,0.465568878,-1.650175525,1.516226883,0.421534873,-1.312503822,0.493591446,-0.363159414,0.236006302,-0.254669635,-0.499182368,0.167814227,-0.102636396,-0.799578964,-0.001092487,0.094452064,0.574927705,-0.047373413,-0.400561778,-0.244903398,-0.213465988,-0.44918113,0.177196435,-0.100394583,0.103766624,-0.776690376,0.016456973,-0.021390065,5,0
74006,-0.715340953,1.079935428,2.159649651,1.481479846,-0.492554064,-0.575020524,1.125097962,-0.386726865,-0.651805464,0.328340682,0.356068068,0.060781859,0.308883416,0.03280047,1.824249362,-0.757293365,0.232502217,-0.199436841,1.336487403,0.383664183,-0.21869155,-0.334604891,0.010389501,0.904429771,0.06431798,-0.400031131,0.095704394,-0.0780501,88.7,0
65549,0.877067298,0.283813334,0.809147017,1.21297017,-0.361152048,0.276530131,-0.320215254,0.150702409,0.797295938,-0.065953664,-1.514739447,0.471121562,0.964622002,-0.688602389,0.151587071,0.093469113,-0.480788175,0.299239801,0.55745356,-0.05881314,0.004454755,0.304555649,0.192897296,-0.454875167,-0.820684394,-0.483415253,0.049449627,-0.112996049,9.99,0
141467,-0.695234801,0.718616416,0.478503046,-1.115863851,1.230763287,0.188935747,1.356451018,-0.098281858,-2.325236635,0.002365275,0.010136059,0.51913649,0.743497332,0.219712247,-1.981859283,-1.754534438,-0.576230522,1.361761805,-1.066989422,-0.444097505,-0.269453488,-0.327196845,-0.540752443,0.198951724,1.313624151,-0.476009201,0.005202679,0.034323632,39.4,0
69409,1.24730407,-1.745396626,1.793333093,-0.70708625,-2.478063734,0.593641637,-1.973890113,0.309284331,-0.300342758,0.92824444,-0.926089706,0.191756724,0.726164273,-1.733110869,-1.823432585,-1.5533581,1.681093321,-0.759713288,-0.119227681,-0.289182426,-0.186397348,0.30703675,0.005571732,0.449673391,0.281731333,-0.041210073,0.128005235,0.041144652,55.5,0
130433,-1.940367984,2.009245502,1.125430152,3.039205673,1.802596514,6.227322681,-2.059995582,-1.204621751,-0.78418972,2.340487703,-0.329477787,-0.592421714,-0.024314282,-0.345156974,1.814702359,0.474756097,-0.204862035,0.714879566,0.435444171,1.637125656,-1.255657277,0.999190887,0.011450833,0.666748127,0.153933109,0.558751675,0.639615039,0.27610469,8.5,0
78108,-0.806055617,0.287276345,1.537549524,1.097383426,0.483309204,-0.853155037,0.650910658,-0.291510358,-0.288923413,0.135202512,0.129500348,-0.40095911,-0.976603235,0.343801519,1.409249472,-0.797803486,0.220272364,-0.44462516,-0.088986883,-0.141129943,0.140614273,0.644242437,-0.15040032,0.619549379,-0.478494781,-0.369398206,-0.006087974,-0.101092936,60.15,0
139879,-0.288208394,-1.237979317,1.218147158,-2.921182559,-0.483994199,-0.417824858,-0.71493928,-0.101056046,-1.386911392,1.225367443,-0.040337619,-1.019110917,-0.397996191,-0.747669898,-1.276253655,0.129494604,-0.421456382,1.168145022,-0.711774131,-0.391677854,0.227181163,1.169586096,-0.118165842,-0.34667645,-0.827960826,-0.223196572,-0.084754292,0.058448092,18.99,0
78941,1.19501937,-0.135897487,0.413656352,-0.171570708,-0.578918639,-0.509777933,-0.26997652,0.096745681,0.140390981,-0.034226457,1.697181446,0.468136832,-1.136917945,0.692102467,0.792673791,0.151668295,-0.13862112,-0.383687857,-0.067916766,-0.164769323,-0.029008319,-0.124327145,0.099850327,0.254231891,0.072539056,0.963867771,-0.078245891,-0.010071263,3.91,0
162813,-1.355691903,-0.167504932,-5.125603273,1.424949006,-5.627735601,3.051315564,7.877918731,-0.775720419,-1.497529542,-1.338997674,-1.699657634,-0.996886736,-0.637054521,1.559884778,-0.089828002,-0.267711627,-0.034821958,0.38518722,0.479508943,-0.11145151,0.535976953,1.716481448,1.256998314,0.541886114,-0.839359655,-0.374690303,0.611962017,-0.171935505,1645.46,0
126073,2.252645165,-0.927996717,-1.390578908,-1.040761306,-0.408701126,-0.368960894,-0.737750269,-0.07816655,0.066663731,0.809666118,-1.651730621,-1.506089074,-1.168706082,-0.010297066,0.178334135,1.168365137,0.073645177,-1.064152606,0.912991246,-0.08479268,0.12380524,0.320904359,0.116696101,0.070914765,0.007305135,-0.150491281,-0.03167351,-0.059606533,12,0
149436,1.384426229,-1.34730976,-1.642857152,0.070087666,0.330543008,1.146201561,0.014272068,0.285697427,0.905377169,-0.286962305,0.742748324,1.077279675,-0.527239196,0.490326964,-0.090672396,-0.947684801,0.2801919,-1.187080181,-0.270522334,0.224174927,0.086431797,-0.062461601,-0.027935406,-1.61510234,-0.341175796,-0.004476445,-0.034189312,-0.036191582,280,0
133731,1.176632673,3.141918139,-6.140444836,5.521820589,1.768514889,-1.727185698,-0.93242891,0.292796545,-3.156826558,-3.898240381,4.77672033,-4.15249885,-0.472990803,-10.25885148,-0.533455592,0.458138563,0.167601789,1.404310894,-1.874015263,0.329567973,0.12937163,-0.803020814,-0.074098356,-0.031084405,0.375366225,0.065896784,0.488257739,0.32587163,0,1
138556,0.243833754,0.968238517,-1.617216687,-0.383131923,0.674609124,-1.019946753,0.635032889,0.300065374,0.035089847,-1.11781605,-1.398162567,-1.194454869,-2.0459547,-0.354925496,-0.216456593,0.544477544,0.739514478,0.27455551,-0.245523504,-0.375914649,-0.125061041,-0.536714125,0.223134647,0.31912164,-0.774580755,0.189120326,-0.141719851,-0.03255627,19.3,0
116570,2.037835198,0.108261577,-1.649395983,0.799725041,0.038265067,-1.26305422,0.070452152,-0.271189232,0.871452887,-0.660420711,-0.620707686,-0.054953818,-0.482109405,-1.639086066,-0.393174482,0.124109674,1.262102698,0.207943983,-0.122601747,-0.211592158,-0.037359664,0.207558292,0.045472079,-0.030550668,0.08037572,0.637511902,-0.041908095,-0.031312153,1,0
95547,-0.825845346,1.673556255,-0.73925634,-0.24056257,-0.110765832,-1.075950062,0.111066292,0.654784165,0.951077712,-0.601712037,1.416961117,-1.837607669,1.037583118,2.746542251,-0.98529987,-0.053412765,0.406237831,1.033461752,0.054020643,-0.193871603,0.323123224,1.191436031,0.002148721,0.033817579,-0.778202881,-0.272357602,0.331074185,0.241136432,1.79,0
79317,0.766730543,-1.162588153,0.598152065,0.418376686,-0.975730345,0.734838827,-0.643668248,0.291593286,-0.984189454,0.771900993,1.459874977,0.656285817,0.114977832,0.313408537,0.953345464,-1.457684776,-0.00863363,1.205973986,-1.834215659,-0.155753597,-0.000443871,0.051976905,-0.134317375,-0.310635425,0.145326095,-0.285650661,0.057527939,0.057092686,223.15,0
73938,1.214578178,0.297667877,0.275651753,0.644401485,-0.19755677,-0.606844889,-0.002334664,-0.056436613,0.051724263,-0.321987556,0.129267759,0.239835274,0.05509404,-0.229328686,1.362339678,0.193083433,0.281653587,-0.729727303,-0.55546527,-0.123797244,-0.262205217,-0.727485776,0.161369555,0.029748928,0.138470657,0.124710047,-0.007425736,0.026947667,0.99,0
141198,-3.499703105,3.624736432,-2.855672144,-1.82285854,-0.003071597,-1.518683881,0.665317278,0.714673032,1.583942004,3.08233211,0.287193235,0.158452688,-1.610751728,0.940160018,-0.55088937,-0.392980068,-0.407192571,0.179955037,-0.153131604,1.154585108,0.011766397,0.607689176,0.014683716,-0.433065825,0.304543995,0.146779067,1.262006958,0.848357462,0.77,0
69319,-1.501231953,1.899735399,0.735249783,-0.195654582,-0.278573728,-1.066759627,0.655871364,0.005721044,0.653996189,1.044718988,-0.204626077,-0.365601792,-0.495912502,-0.662203827,1.042630768,0.315407542,-0.006004739,-0.142533025,-0.233529954,0.693107964,-0.431019175,-0.84890335,0.061393224,0.292926663,0.083593618,0.097996968,0.763369179,0.436370637,13.26,0
86398,-0.385931465,0.777072618,1.895415484,0.714401416,0.00925924,0.117090474,0.286949809,0.117749996,-0.304792434,-0.378962494,-1.21805908,-0.505860401,0.067765231,0.021763727,1.614874908,0.406963688,-0.619456998,0.594368009,0.649258631,0.122659781,-0.05920472,-0.247744478,-0.222863955,-0.481381722,0.336329304,-0.323410078,0.027462497,-0.003221466,27.48,0
129174,-1.313346676,0.876700907,2.256107966,1.09179103,-0.768318354,-0.128495814,-0.221994298,0.648959715,-0.188396985,-0.598408679,-0.718718338,0.248899691,0.263454372,0.046244966,1.013897263,0.020461376,0.0175517,0.363474935,0.195478539,0.229261713,0.13425824,0.324807435,-0.136184315,0.37227577,0.344576149,-0.457721287,0.252872114,0.055800837,45,0
35044,1.257296134,-0.423851071,0.286267668,-0.605092746,-0.854460133,-0.460122368,-0.754555581,0.090090703,-1.002878953,0.287940316,2.192272788,0.055568941,0.029591108,-1.089031512,0.523781321,1.463491418,1.129040479,-0.860849305,0.160645974,0.116591847,0.149868188,0.313949875,0.026960723,0.150247632,0.227098767,-0.284922271,0.038622796,0.037183537,27.85,0
57351,0.640222509,-1.019205527,0.918971305,0.666725265,-0.424490141,2.152570544,-0.858913353,0.816047499,0.848940497,-0.398147623,1.692797109,1.328127315,-0.741446421,-0.054320445,0.080185811,-1.134951,1.048021963,-1.856298596,-1.081911389,0.055822108,0.050489871,0.129016207,0.03564691,-0.985795348,-0.167313721,0.470989413,0.042875023,0.025326004,169.4,0
80561,-1.127495882,0.822240259,1.222601611,0.280921483,-0.463872561,-0.643432148,0.448534687,0.412509408,-0.234909492,-0.748767104,-0.991974831,0.256381864,-0.126185206,0.159682776,-0.442490392,-0.282925804,0.229929707,-0.455702971,0.364970768,0.169270476,-0.091363556,-0.312538217,0.048610335,0.414797403,0.029273441,0.237662869,0.174675743,0.085599268,69.83,0
39478,-1.571259479,0.2943301,0.572560114,0.174657439,-1.967784355,2.639494437,2.542349196,0.382305779,-0.142916168,-0.993154397,0.340917355,0.217171477,-0.675850766,0.091015714,0.783414456,-1.503609854,1.38110652,-2.43584792,-1.344719211,-0.0341419,-0.076364368,0.264714488,0.454776668,-0.601425921,-0.317816046,0.319674295,0.190556883,-0.268587326,572.05,0
83413,-0.710728865,-1.015604736,1.665750745,-2.478222857,-1.600117264,0.041942264,0.141907518,0.061350473,-2.450023402,0.712191727,0.576471377,-0.862327965,0.130845725,-0.373000745,-0.433567082,0.355377272,-0.24336866,1.132955165,-0.611168739,0.126840612,0.17540488,0.414373775,0.254443266,-0.044552081,0.058126331,-0.259817149,0.038793675,0.113820817,218,0
136837,-0.669358761,-0.479478067,0.330857124,4.523156571,3.066059503,-0.091720926,-0.445835626,0.055497651,-2.010549619,2.283050529,0.101968288,-0.496414005,-0.096949274,0.629775024,0.270781244,0.059579697,-0.532702282,1.059785726,1.419040282,0.654457357,0.513916954,1.1691293,0.239918517,0.201292245,-1.204820405,0.32286205,0.073048549,0.092482378,0.01,0
125734,2.064053391,-0.420730834,-2.74827678,-2.07759473,1.380994059,0.393500888,0.310607368,0.032835915,0.877678984,-0.722101919,1.276264293,1.280492612,-0.074973542,1.046891791,1.110801733,-1.592816033,0.218216415,-1.034915473,0.323796629,-0.250101942,0.193184434,0.801736174,-0.010374035,-0.880810392,0.312320926,0.004796833,-0.018050775,-0.097150978,5.59,0
68779,-0.702293477,1.094512967,1.803880776,0.827321655,-0.065162868,-0.082668896,0.897118028,-0.071956505,-0.659813593,-0.295049101,-0.888933484,-0.452157609,-0.134398873,0.21175567,1.316982819,0.111169602,-0.383223539,0.094616412,0.751674989,0.045217959,-0.244503587,-0.804160238,-0.144094455,-0.175249522,0.16300415,-0.522442845,-0.026624388,0.071042498,69.9,0
133836,2.100930289,-0.217175851,-1.611211856,0.224540254,0.330401617,-0.531575835,0.131646181,-0.197999825,0.800793003,0.074036861,-1.884288935,-0.40058518,-0.808806372,0.385623584,0.00916527,0.032294313,-0.454907922,-0.518502283,0.531974219,-0.239083082,-0.316056593,-0.799938343,0.161370994,-1.074712291,-0.107221549,0.346246038,-0.080307298,-0.07430078,15.92,0
124464,2.038585619,-0.314359922,-3.08025829,-0.51329983,2.719527268,3.166604051,-0.111836698,0.658495408,0.207280707,0.14532739,-0.150178966,0.328421327,-0.354898617,0.638009406,-0.033344628,-0.647113208,-0.175583885,-0.915510733,0.012243554,-0.143255013,-0.021941452,-0.001634246,0.095978488,0.751844422,0.247372874,0.399007337,-0.066953386,-0.078069088,19.95,0
159229,-0.40557538,0.448593262,1.532132426,-0.795814097,0.219081403,0.38771995,0.171688155,0.263507042,-0.02250414,-0.67964493,0.65132818,0.947250522,0.560732647,-0.27457128,-0.741589468,0.399140329,-0.79444478,0.523381506,-0.121370388,-0.013801858,0.310820201,0.982334428,-0.182316172,0.779657799,-0.3984009,0.482287441,0.12322244,0.157426527,11.5,0
154303,-0.028482344,-0.647951722,-2.163220959,-2.482092305,0.603515323,-1.505253148,0.316712011,-0.063918359,-3.082888662,1.177916646,0.332365287,-0.086057294,0.665855633,0.669502508,-2.181533229,-1.134891879,0.452557441,0.2722978,-0.083233517,-0.315990109,0.532665381,1.663895438,0.121253796,0.833741138,-1.205968043,-0.127727276,0.179844196,0.171443076,49,0
85687,-1.562192223,0.938472461,1.269859032,1.177130574,-1.433250677,0.101066438,-0.47931524,1.010932566,-0.190562593,-0.502420989,0.460831768,0.505379753,-1.191061529,0.689220315,-0.429152657,-0.009506733,0.272566303,0.895591923,0.807165125,-0.388123263,0.337538306,0.823200627,-0.231524962,0.566859676,-0.202252426,-0.234692668,-0.236681927,-0.087918542,84.17,0
50627,0.883596912,-1.031215885,0.702114042,-0.562773646,-1.505373814,-0.76310808,-0.41962938,-0.015084195,1.976014895,-1.137341463,-0.622423986,0.192944779,-1.037475464,0.084641211,1.425152252,-0.353169094,-0.09015282,0.384615259,0.489372042,0.189591331,0.105369237,0.080764541,-0.195455114,0.387377914,0.399850195,-0.688856032,0.053054163,0.065893235,188,0
166476,-2.293665688,1.757370883,0.159809557,-0.897936248,2.263226176,-0.728393059,-2.941889596,-5.143268735,-0.508214657,-1.828889472,-1.022608472,-0.088317956,-1.619228701,0.072541944,-0.319889467,0.716447783,0.744880512,-0.280968831,-0.975646678,1.064187027,-2.912097825,-0.77838141,-2.580466741,0.581717385,-0.18504103,0.128327652,0.140324274,0.267875744,5.37,0
142690,2.04154406,-0.14477227,-2.955159961,-0.578916471,2.610038781,3.142393223,-0.417798458,0.78457204,0.359983651,-0.350753724,0.329640998,0.1834797,-0.273041563,-0.597592878,0.583810009,0.178584829,0.473877822,-0.498991171,-0.139878305,-0.122119192,-0.352751893,-0.996572601,0.364093072,0.604791164,-0.264306235,0.219744238,-0.039079078,-0.042907097,1.29,0
78631,1.079824622,-0.707760706,-0.31373102,-0.522694255,1.198343534,3.851904969,-1.267382139,1.043826166,0.606365082,-0.096729693,-0.171767326,0.014885836,0.294588995,-0.073757254,1.800718533,1.188286609,-1.181930784,0.856595378,-0.241425872,0.244046703,0.220865564,0.339383671,-0.144472236,1.062651463,0.315361717,0.582442462,-0.000777874,0.039840903,96.8,0
40689,-1.465181281,1.635825527,0.812986155,-0.17188277,-0.080625615,-0.350018882,0.236863643,0.890229116,-1.474930348,-0.823788992,1.263059295,0.979849752,-0.090089794,1.213549497,0.106991863,0.040975807,0.156392815,-0.55463843,0.254827293,-0.267972894,-0.159571549,-0.878464932,-0.021333583,-0.008155943,0.125142156,0.052104287,-0.387284946,-0.087299976,3.57,0
29397,-0.604250277,1.077052922,0.337986488,-0.233144898,0.262189778,-0.317003902,0.572632015,0.410474102,-0.942574667,-0.484826067,0.172431846,0.093428291,-0.59591574,0.938211657,-0.097105059,0.46901509,-0.635853803,0.600145239,0.641938154,-0.127950592,0.11601584,0.108116952,-0.132071929,-0.487646002,-0.237799069,0.291920718,-0.049106931,0.06724584,30.59,0
162238,1.60295829,-0.599715953,-2.253519764,0.256303894,0.867505302,0.647735194,0.093009901,0.214248831,0.467506598,-0.490864806,1.281114188,0.36911474,-0.799384246,-0.28929343,1.117086189,-0.228506416,0.792837974,-0.009010087,-1.020907216,0.024841285,0.380098395,0.920468171,-0.166982699,-1.70836633,0.003647194,-0.004779952,0.005462883,-0.030604756,173.18,0
